Work_ID,Work_Name,Movement_Name,Track Title
59587,"Concerto grosso in B-Flat Major, Op. 3 No. 1, HWV 312",I. Allegro,
59602,"String Quartet in G Major, Op. 17 No. 5, Hob. III:29 ""Recitative""",II. Menuetto,
59609,"Oboe Concerto in D Minor, Op. 8 No. 9, RV 454",III. Allegro,
59684,"Piano Concerto in C-Sharp Minor, Op. 28",I. Allegro,
59704,"Romanian Folk Dances, Sz. 56 (Arr. for Violin & Piano)","No. 1, Jocul cu bata",
61514,Pavan,,
61520,Sequenza VIII,,
61533,"Petite pièce, L. 120",,
61533,"Canzonetta, Op. 19",,
61539,"Concerto grosso in E Minor, Op. 3 No. 3",III. Adagio,
61557,Concerto for Strings No. 4 in E Minor,I. Adagio,
61606,"Liederkreis, Op. 39","No. 1, In der Fremde",
61607,"11 Zigeunerlieder, Op. 103","No. 2, Hochgeturmte Rimaflut",
61855,"20 Regards sur l'enfant-Jésus, I/27","No. 9, Regard du temps",
61855,"20 Regards sur l'enfant-Jésus, I/27","No. 5, Regard du Fils sur le Fils",
61871,Shenandoah (Arr. J. Erb),,
61886,Psalm 21,XIII. Io dunque alto Signor tue laudi eccelse,
62210,"Violin Sonata in D Major, Wq. 71",III. Adagio,
62218,"Die schöne Müllerin, Op. 25, D. 795","No. 8, Morgengruß",
62218,"Die schöne Müllerin, Op. 25, D. 795","No. 6, Der Neugierige",
62218,"Die schöne Müllerin, Op. 25, D. 795","No. 17, Die böse Farbe",
62421,The Firste Booke of Songes,"No. 5, Can She Excuse My Wrongs",
62478,"4 Letzte Lieder, TrV 296","No. 2, September",
62478,"4 Letzte Lieder, TrV 296","No. 3, Beim Schlafengehen",
62514,"Flute Concerto in G Major, Op. 10 No. 6, RV 437 ""Il cavallo""",II. Andante,
62515,"Recorder Concerto in C Minor, RV 441",I. Allegro non molto,
62544,"14 Bagatelles, Op. 6, Sz. 38","No. 11, Allegretto molto rubato",
62627,"27 Choruses, Sz. 103, Vol. 8","No. 3, Isten veled!",
62658,"Violin Sonata in E Minor, BB 28",III. Vivace,
62688,Guitar Sonata No. 3,II. Chanson. Andantino molto espressivo,
62689,4 Pièces brèves,"No. 4, Comme une gigue",
62705,"Médée, Act I (Sung in Italian)","O Amore, vieni a me!",
62726,Picnic on the Marne,VI. Making Up,
62726,Picnic on the Marne,III. Bal musette,
62726,Picnic on the Marne,II. A Bend in the River,
62825,"Schatz-Walzer (After J. Strauss, Jr.)",,
62833,"Winterreigen, Op. 13","No. 3, An Ada",
62833,"Winterreigen, Op. 13","No. 8, Tolle Gesellschaft",
62928,"Violin Concerto No. 3 in G Minor, Op. 99",III. Adagio. Moderato,
62964,Moses und Aron,Rasch,
63191,"Nerone, Act IV Part 2",Non muoja qui...,
63194,"6 Songs, Op. 10, FS 18","No. 1, Æbleblomst",
63194,"6 Songs, Op. 10, FS 18","No. 3, Sommersang",
63194,"6 Songs, Op. 10, FS 18","No. 4, Sang Bag Ploven, CNW 129",
63199,"Suite de pièces in E Minor, Op. 35 No. 1",V. Gavotte,
63199,"Suite de pièces in E Minor, Op. 35 No. 1","IV. ""L'Émerveillée"". Gaiment",
63201,"Suite de pièces in A Major, Op. 35 No. 6",III. Ramage,
63315,"Violin Sonata No. 5 in F Major, Op. 24 ""Spring""",I. Allegro,
63315,"Violin Sonata No. 5 in F Major, Op. 24 ""Spring""",III. Scherzo. Allegro molto,
63337,"Rigoletto-fantaisie, Op. 38 (Version for 2 Flutes & Piano)",,
63340,"Concerto for Violin & Cello in B-Flat Major, RV 547",II. Andante,
63382,"Keyboard Suite in D Minor, HWV 447",III. Sarabande,
63391,"Premier livre de pièces de clavecin, Suite No. 3","No. 15, Le coucou (Arr. for Organ)",
63464,"Symphonie fantastique, Op. 14, H. 48",Vc. Songe d'une nuit du sabbat. Ronde du sabbat,
63471,"Don Juan, Op. 20, TrV 156",,
63485,"Rhapsody on a Theme of Paganini, Op. 43","Var. 17, Allegretto",
63485,"Rhapsody on a Theme of Paganini, Op. 43","Var. 10, Poco marcato",
63485,"Rhapsody on a Theme of Paganini, Op. 43","Var. 9, L'istesso tempo",
63488,"Variations on a Rococo Theme, Op. 33, TH 57",Var. 2,
63497,Federico's Little Songs for Children,VI. Cancioncilla Sevillana,
63516,Pictures at an Exhibition (Orch. M. Ravel),Promenade I,
63516,Pictures at an Exhibition (Orch. M. Ravel),Promenade III,
63516,Pictures at an Exhibition (Orch. M. Ravel),VII. The Marketplace at Limoges,
63516,Pictures at an Exhibition (Orch. M. Ravel),IX. The Hut on Fowl's Legs [Baba-Yagá],
63525,"Petrushka, Tableau 1",The Shrovetide Fair,
63525,"Petrushka, Tableau 4",Dance of the Gipsy Girls,
63553,"Symphony No. 5 in E Minor, Op. 64, TH 29",II. Andante cantabile con alcuna licenza,
63571,Tarantella in G Minor,,
63596,"Koyunbaba, Op. 19",III. Cantabile,
63599,"Guitar Suite in C Minor, BWV 997",I. Prelude,
63714,"Piano Sonata No. 18 in E-Flat Major, Op. 31 No. 3 ""La chasse""",I. Allegro,
63714,"Piano Sonata No. 18 in E-Flat Major, Op. 31 No. 3 ""La chasse""",II. Scherzo. Allegretto vivace,
63725,"Piano Sonata No. 28 in A Major, Op. 101",I. Etwas lebhaft und mit der innigsten Empfindung,
63725,"Piano Sonata No. 28 in A Major, Op. 101","III. Langsam und sehnsuchtsvoll - IV. Geschwind, doch nicht zu sehr, und mit Entschlossenheit",
63749,"Piano Sonata No. 4 in E-Flat Major, Op. 7",IV. Rondo. Poco allegretto e grazioso,
63751,"Piano Sonata No. 2 in F Major, K. 280",I. Allegro assai,
63751,"Piano Sonata No. 4 in E-Flat Major, K. 282",III. Allegro,
63754,"Piano Sonata No. 12 in F Major, K. 332",I. Allegro,
63754,"Piano Sonata No. 12 in F Major, K. 332",III. Allegro assai,
63755,"Piano Sonata No. 13 in B-Flat Major, K. 333 ""Linz""",I. Allegro,
63755,"Piano Sonata No. 13 in B-Flat Major, K. 333 ""Linz""",II. Andante cantabile,
63756,"Piano Sonata No. 17 in D Minor, Op. 31 No. 2 ""Tempest""",II. Adagio,
63756,"Piano Sonata No. 17 in D Minor, Op. 31 No. 2 ""Tempest""",I. Largo - Allegro,
63759,"Piano Sonata No. 16 in G Major, Op. 31 No. 1",II. Adagio grazioso,
63759,"Piano Sonata No. 16 in G Major, Op. 31 No. 1",III. Rondo. Allegretto,
63778,"Piano Sonata No. 3 in B-Flat Major, K. 281",III. Rondo. Allegro,
63781,"Piano Sonata No. 7 in C Major, K. 309",III. Rondeau. Allegretto grazioso,
63781,"Piano Sonata No. 14 in C Minor, K. 457",II. Adagio,
63781,"Piano Sonata No. 14 in C Minor, K. 457",III. Allegro assai,
63786,"Piano Sonata No. 18 in D Major, K. 576",I. Allegro,
63884,"Piano Sonata No. 16 in A Minor, Op. 42, D. 845",I. Moderato,
63884,"Piano Sonata No. 16 in A Minor, Op. 42, D. 845",II. Andante poco moto,
63884,"Piano Sonata No. 16 in A Minor, Op. 42, D. 845",III. Scherzo. Allegro vivace,
63888,"3 Songs, Op. 38","No. 3, Lirekassen",
63892,"Symphony No. 2 in C Major, Op. 61",II. Scherzo. Allegro vivace,
63901,"Piano Sonata No. 3 in F Minor, Op. 5",IV. Intermezzo. Andante molto,
63902,"Clarinet Sonata in F Minor, Op. 120 No. 1",I. Allegro appassionato,
63902,"Clarinet Sonata in F Minor, Op. 120 No. 1",III. Allegretto grazioso,
63905,"Organ Concerto in D Minor, BWV 596 (Arr. of A. Vivaldi's Violin Concerto in D Minor, RV 565)",V. [Allegro],
63905,"Organ Concerto in D Minor, BWV 596 (Arr. of Vivaldi's RV 565)",III. Largo,
63909,"Keyboard Concerto in D Minor, Wq. 23, H. 427",II. Poco andante,
63914,"Clarinet Concerto in A Major, K. 622",II. Adagio,
63925,"Piano Concerto No. 9 in E-Flat Major, K. 271 ""Jeunehomme""",III. Rondo. Presto,
63981,"Concerto for 2 Keyboards in C Major, BWV 1061",I. (Allegro),
64074,"Weihnachtsbaum, S. 613",VIII. Altes Provenzalisches Weihnachtslied,
64126,"Piano Concerto No. 1 in E-Flat Major, S. 124",I. Allegro maestoso. Tempo giusto,
64189,"Brandenburg Concerto No. 4 in G Major, BWV 1049",I. Allegro,
64198,"Keyboard Concerto in A Major, BWV 1055",II. Larghetto,
64199,"Keyboard Concerto in F Minor, BWV 1056",II. Largo,
64275,"St. John Passion, HWV deest, Pt. 1",Und gaben ihm Backenstreiche,
64418,"String Quartet in C Major, Op. 9 No. 1, Hob. III:19",II. Menuet. Un poco allegretto,
64420,"String Quartet in B-Flat Major, Op. 9 No. 5, Hob. III:23",IV. Finale. Presto,
64432,"String Quartet in C Major, Op. 50 No. 2, Hob. III:45 ""Prussian""",I. Vivace,
64514,"Die 7 letzten Worte unseres Erlösers am Kreuze, Hob. XX:1A (Version for Orchestra)","VI. Sonata 5, Sitio. Adagio",
64613,"5 Gedichte für eine Frauenstimme ""Wesendonck Lieder"" (Arr. F. Mottl for Voice & Orchestra)","No. 5, Träume",
64622,Trifoglio,III. Allegretto,
64631,"Ballo Tedesco, Hob. IX:22 (Arr. T. Ratzkowski)","No. 1, —",
64631,"Ballo Tedesco, Hob. IX:22 (Arr. T. Ratzkowski)","No. 2, —",
64631,"Ballo Tedesco, Hob. IX:22 (Arr. T. Ratzkowski)","No. 9, —",
64659,"Glitter and Be Gay (From ""Candide"")",,
64694,"String Quartet in B-Flat Major, Op. 2 No. 6, Hob. III:12",II. Menuet,
64718,"Keyboard Sonata in G Major, Hob. XVI:27",I. Allegro con brio,
64876,"Cello Sonata in E Minor, Op. 14 No. 5, RV 40",III. Largo,
64960,"Violin Partita No. 3 in E Major, BWV 1006",V. Bourrée,
64960,"Violin Partita No. 3 in E Major, BWV 1006",I. Preludio,
65049,I vespri siciliani,"Arrigo! Ah, parli a un core",
65068,"Dichterliebe, Op. 48","No. 12, Am leuchtenden Sommermorgen",
65068,"Dichterliebe, Op. 48","No. 6, Ich will meine Seele tauchen",
65068,"Dichterliebe, Op. 48","No. 3, Die Rose, die Lilie, die Taube, die Sonne",
65105,Greensleeves,,
65114,"19 Hungarian Rhapsodies, S. 244",No. 2 in C-Sharp Minor (Arr. F. Doppler for Orchestra),
65119,"Minuet in D Major, K. 355",,
65124,La Périchole,Lettre de la Périchole,
65143,"Rákóczi-Marsch, S. 117",,
65160,"String Quartet No. 15 in G Major, Op. 161, D. 887",I. Allegro molto moderato,
65447,"Scenes de la Csárda No. 4, Op. 32 ""Hejre Kati"" (Version for Violin & Orchestra)",,
65525,"Violin Concerto in F Major, TWV 51:F4",VI. Polacca,
65654,Maricapalos,,
65758,"Götterdämmerung, WWV 86D, Act III",Siegfried's Funeral March,
65786,Fantasia on Greensleeves (Arr. R. Greaves for Orchestra),,
65812,"Romance, Op. 11",,
65828,"12 Fantaisies, No. 10 in F-Sharp Minor, TWV 40:11",IV. Quavers,
65977,"Piano Concerto No. 2 in A Major, S. 125",IV. Marziale un poco meno allegro,
66255,"Piano Sonata in B Minor, Op. 5, TrV 103",II. Adagio cantabile,
66744,"Quartet in D Major, TWV 43:D7",III. Siciliano,
66759,"Zaïde, K. 344",Herr und Freund,
66759,"Zaide, K. 344 (Excerpts)",O selige Wonne,
67247,"Mignon (Kennst du das Land?), D. 321",,
67514,"Pièces de clavecin, Book 2, 8th Ordre in B Minor",I. La Raphaèle,
67645,"Bastien und Bastienne, K. 50",Intrada,
67647,"Un bacio di mano, K. 541",,
67653,Kindertotenlieder,"No. 1, Nun will die Sonn' so hell aufgeh'n",
67719,"Abendlied unterm gestirnten Himmel, WoO 150",,
67733,"Trumpet Concerto in E-Flat Major, Hob. VIIe:1",I. Allegro,
67734,"Trumpet Concerto in E Major, WoO 1, S49",I. Allegro con spirito,
67869,"Toccata in D Major, BWV 912",I. Presto,
67869,"Toccata in D Major, BWV 912",I. Presto - Allegro,
67869,"Toccata in D Major, BWV 912",II. Adagio - Presto,
68091,"Giulio Cesare in Egitto, HWV 17",Svegliatevi nel core,
68236,Bucolique,,
68284,"5 Humoresques in the Form of Suite, Op. 17",II. Toccata,
68284,"5 Humoresques in the Form of Suite, Op. 17",IV. Pastorale,
68285,"Variations on a Hungarian Folksong, Op. 29","Var. 5, Tranquillo",
68310,"Scènes de la Csárda No. 5, Op. 33 ""Hullamzo Balaton""",,
68556,Lachrimae Pavan,,
68582,"Violin Concerto in E Minor, Op. 64, MWV O14",II. Andante - III. Allegretto non troppo - Allegro molto vivace,
68636,"Il tabarro, SC 85",Hai ben ragione!,
68910,Magnetic Rag,,
68928,Flute Sonata,I. Allegro giocoso,
68932,"Flute Sonata, Op. 23",II. Presto energico,
68938,"Judas Maccabaeus, HWV 63, Pt. 1","No. 5, For Sion Lamentation Make",
68938,"Judas Maccabaeus, HWV 63, Pt. 2","No. 27, Fall'n Is the Foe",
68938,"Judas Maccabaeus, HWV 63, Pt. 3","No. 68, Hallelujah, Amen",
68941,"2 Pieces, Op. 157","No. 2, La fileuse",
69351,"7 Organ Pieces, Op. 145","No. 3, Weihnachten",
69591,The Donkey,,
69693,"4 Klavierstücke, Op. 3","No. 1, —",
69747,Besame mucho,,
69752,Il Pirro e Demetrio,Le violette,
69779,"Piano Concerto No. 1 in A Minor, Op. 78 ""Concierto fantastico""",II. Reverie e scherzo,
69998,"String Quartet No. 8 in E Minor, Op. 59 No. 2",II. Molto adagio,
70000,"String Quartet No. 13 in B-Flat Major, Op. 130",II. Presto,
70001,"String Quartet No. 14 in C-Sharp Minor, Op. 131",VII. Allegro,
70001,"String Quartet No. 16 in F Major, Op. 135","III. Lento assai, cantante e tranquillo",
70001,"String Quartet No. 16 in F Major, Op. 135","IV. Der schwer gefaßte Entschluß. Grave, ma non troppo tratto - Allegro",
70119,"Violin Sonata in A Major, FWV 8",I. Allegretto ben moderato,
70133,"A Midsummer Night's Dream, Op. 61, MWV M13",You Spotted Snakes,
70146,"Segovia, Op. 29",,
70155,"Kreisleriana, Op. 16",V. Sehr lebhaft,
70155,"Kreisleriana, Op. 16",VII. Sehr rasch,
70155,"Kreisleriana, Op. 16",IV. Sehr langsam,
70155,"Kreisleriana, Op. 16",II. Sehr innig und nicht zu rasch,
70185,"Variations on a Theme by Beethoven, Anh. F25",Var. 3,
70189,"Piano Concerto No. 1 in F-Sharp Minor, Op. 72",III. Finale. Allegro con brio,
70225,"Violin Sonata No. 4 in A Minor, Op. 23","II. Andante scherzoso, più allegretto",
70226,"Violin Sonata No. 19 in E-Flat Major, K. 302",I. Allegro,
70284,"Orchestral Suite No. 3 in D Major, BWV 1068",V. Gigue,
70284,"Orchestral Suite No. 3 in D Major, BWV 1068",III. Gavottes I & II,
70284,"Orchestral Suite No. 3 in D Major, BWV 1068","II. Air (""On a G String"")",
70308,"Champagnegalop, Op. 14",,
70474,Polka de concert,,
70497,"Trio Sonata in A Minor, RV 86",IV. Allegro molto,
70677,"Symphony No. 1 in E-Flat Major, K. 16",II. Andante,
70846,"Symphony No. 6 in G Major, Op. 38 ""Spirituelle""",I. Allegro moderato,
70880,"Symphony No. 5 in B-Flat Major, K. 22",II. Andante,
70882,"Symphony No. 8 in D Major, K. 48",III. Menuetto,
70883,"Symphony No. 10 in G Major, K. 74",III. Allegro,
70885,"Symphony No. 13 in F Major, K. 112",I. Allegro,
70887,"Symphony No. 17 in G Major, K. 129",III. Allegro,
70888,"Symphony No. 19 in E-Flat Major, K. 132",IV. Allegro,
70917,"16 Études, Op. 464","No. 15, Adagio",
70937,"String Quartet No. 20 in D Major, K. 499 ""Hoffmeister""",IV. Allegro,
70937,"String Quartet No. 20 in D Major, K. 499 ""Hoffmeister""",I. Allegretto,
70949,"Serenade No. 10 in B-Flat Major, K. 361 ""Gran Partita""",VI. Tema con variazioni,
70971,"8 Variations in G Major on Graaf's Laat ons Juichen, K. 24",Var. 2,
70985,"Violin Sonata No. 33 in E-Flat Major, K. 481",II. Adagio,
70989,"Vesperae solennes de confessore, K. 339",Laudate Dominum,
71008,"Prelude & Fugue in C Minor, BWV 549",Fugue,
71008,"Prelude & Fugue in C Minor, BWV 549",Prelude,
71008,"Prelude & Fugue in C Minor, BWV 549",,
71011,Chorale Preludes,"Nun komm, der Heiden Heiland, BWV 699",
71015,Chorale Preludes,"Liebster Jesu, wir sind hier, BWV 706",
71022,Chorale Preludes,"Allein Gott in der Hoh sei Ehr', BWV 715",
71026,"Prelude & Fugue for Organ in A Minor, BWV 543",Fugue,
71026,"Prelude & Fugue for Organ in A Minor, BWV 543",I. Prelude,
71089,Das Orgelbüchlein,in dir ist Freude BWV 615,
71089,Das Orgelbüchlein,"in dich hab' ich gehoffet, Herr, BWV 640",
71089,Das Orgelbüchlein,"Erschienen ist der herrliche Tag, BWV 629",
71089,Das Orgelbüchlein,"Erstanden ist der heil'ge Christ, BWV 628",
71089,Das Orgelbüchlein,"Ich ruf' zu dir, Herr Jesu Christ, BWV 639",
71089,Das Orgelbüchlein,"No. 20, O Lamm Gottes, unschuldig, BWV 618",
71089,Das Orgelbüchlein,"O Mensch, bewein dein Sünde gross, BWV 622",
71089,Das Orgelbüchlein,"Herr Jesu Christ, dich zu uns wend', BWV 632",
71097,"Organ Concerto in C Major, BWV 594 (Arr. of A. Vivaldi's Concerto in D Major, RV 208)",III. Allegro,
71109,"Aus tiefer Not schrei ich zu dir, BWV 686",,
71121,"Trio Sonata No. 1 in E-Flat Major, BWV 525",I. Allegro moderato,
71125,Night on Bald Mountain (Original Version),,
71129,Chorale Preludes,"Valet will ich dir geben, BWV 736",
71132,Chorale Preludes,"Lobt Gott, ihr Christen, allzugleich, BWV 732",
71132,"Lobt Gott, ihr Christen, allzugleich, BWV 732",,
71135,"Fantasia in C Major, BWV 570",,
71136,"Fantasia in B Minor, BWV 563",,
71198,"Die Blumensprache, Op. 173 No. 5, D. 519",,
71201,Gianni Schicchi,O mio babbino caro,
71232,"Trio Sonata No. 3 in D Minor, BWV 527",I. Andante,
71232,"Trio Sonata No. 3 in D Minor, BWV 527",III. Vivace,
71233,"Prelude & Fugue in A Major, BWV 536",,
71247,"Das alte Jahr vergangen ist, BWV 1091",,
71251,"Wir glauben all an einen Gott, BWV 1098",,
71253,Symphony in C Major,"IV. Largo - Tempo giusto, alla breve",
71260,"Prelude & Fugue in F Minor, BWV 534",Fugue,
71283,"Partita diverse sopra O Gott, du frommer Gott, BWV 767",,
71328,"Samson, HWV 57",Let the Bright Seraphim in Burning Row,
71333,Las 4 Estaciones Porteñas (Version for Orchestra),I. Primavera Porteña,
71333,Las 4 Estaciones Porteñas (Version for Orchestra),"No. 2, Otoño Porteño",
71435,"Organ Concerto in G Major, BWV 592 (Arr. of J. Ernst)",III. Presto,
71460,"Feux-follets, Op. 35 No. 3",,
71600,"A Ceremony of Carols, Op. 28","No. 7, Interlude",
71696,3 Danzas de España,"No. 2, Danza de las 3 Doncellas",
71697,Suite,III. Bourrée,
71812,"St. John Passion, BWV 245, Pt. 1","No. 7, Von den Stricken meiner Sünden",
71878,"All-night Vigil, Op. 37 ""Vespers""",O Joyful Light,
71878,"All-night Vigil, Op. 37 ""Vespers""","No. 1, O Come, Let Us Worship",
71878,"All-night Vigil, Op. 37 ""Vespers""","No. 2, Praise the Lord, O My Soul",
71919,"Fantasia & Fugue on B–A–C–H, Op. 46",Fuge,
72020,"Symphony No. 2 ""A London Symphony""",II. Lento,
72030,"Sonata for Flute, Viola & Harp, L. 137",II. Interlude,
72036,"Violin Concerto in D Minor ""Concerto Accademico""",I. Allegro pesante,
72070,"10 Biblical Songs, Op. 99, B. 185","No. 4, The Lord Is My Shepherd",
72072,"Clarinet Concerto No. 1 in F Minor, Op. 73, J. 114",III. Rondo. Allegretto,
72072,"Clarinet Concerto No. 1 in F Minor, Op. 73, J. 114",II. Adagio ma non troppo,
72081,"6 Variations on an Original Theme in F Major, Op. 34",Var. 1,
72104,"Piano Trio No. 2 in C Minor, Op. 66, MWV Q33",II. Andante espressivo,
72108,"Symphony No. 1 in D Major, Op. 25 ""Classical""",II. Larghetto,
72109,"Romeo & Juliet Suite No. 1, Op. 64bis",III. Madrigal,
72113,"The Seasons, Op. 37a, TH 135",XI. November. Troika,
72116,Don Carlos,"Io l'ho perduta! - Dio, che nell'alma infondere",
72121,"Piano Trio No. 1 in B Major, Op. 8",I. Allegro con brio,
72158,"3 Nouvelles études, B. 130",No. 2 in A-Flat Major,
72158,"3 Nouvelles études, B. 130",No. 3 in D-Flat Major,
72171,"Peter Grimes, 4 Sea Interludes, Op. 33a","No. 1, Dawn",
72198,"5 Bagatelles, Op. 23","No. 5, Fughetta",
72206,Symphony No. 5 in D Major,III. Romanza. Lento,
72235,"4 Scottish Dances, Op. 59","No. 1, Pesante",
72267,"Introduction & Variations on Trockne Blumen, Op. 160, D. 802",Var. 1,
72267,"Introduction & Variations on Trockne Blumen, Op. 160, D. 802",,
72268,"Flute Sonata, H. 306",I. Allegro moderato,
72278,"Album for the Young, Op. 39, TH 141","No. 11, Mazurka",
72278,"Album for the Young, Op. 39, TH 141","No. 23, At Church",
72278,"Album for the Young, Op. 39, TH 141","No. 16, Old French Song",
72278,"Children's Album, Op. 39, TH 141","No. 22, Lark Song",
72278,"Children's Album, Op. 39, TH 141","No. 11, Russian Song",
72278,"Children's Album, Op. 39, TH 141","No. 6, The Sick Doll",
72312,"Piano Sonata in B Minor, S. 178",Ic. Andante sostenuto,
72312,"Piano Sonata in B Minor, S. 178",I. Lento assai - Allegro energico,
72313,"3 Études de concert, S. 144","No. 2 in F Minor ""La Leggierezza""",
72323,"Piano Trio No. 2 in G Major, Op. 1 No. 2",IV. Finale. Presto,
72333,"Piano Concerto for the Left Hand, M. 82",II. Andante,
72388,"Symphony No. 8 in C Minor, Op. 65",III. Allegro non troppo,
72391,"To Julia, Op. 8","Prelude - No. 1, The Bracelet - No. 2, The Maiden Blush - No. 3, To Daisies",
72420,"The Tale of the Buffoon, Op. 21bis ""Chout""",IX. La jeune femme est devenue chèvre,
72427,"Violin Concerto, Op. 33, FS 61, CNW 41",Ib. Allegro cavalleresco,
72429,Humble River,Pt. 3,
72431,Boston Concerto,V. Più mosso - Tempo I,
72432,Cello Concerto,I. Drammatico,
72451,"Visions fugitives, Op. 22",XVI. Dolente,
72451,"Visions fugitives, Op. 22",XVIII. Con una dolce lentezza,
72452,"Old Grandmother's Tales, Op. 31",IV. Sostenuto - Pochissimo più animato - Molto andante,
