Work_ID,Work_Name,Movement_Name,Track Title
84544,"Symphony No. 8 in C Minor, WAB 108 (1887/1890 Version)",II. Scherzo. Allegro moderato,
84544,"Symphony No. 8 in C Minor, WAB 108 (Ed. R. Haas from 1887 & 1890 Versions)","IV. Finale. Feierlich, nicht schnell",
84799,"Consolations, S. 172 ""6 Pensées poétiques""","No. 3, Lento placido",
85008,Symphony No. 8 in D Minor,III. Cavatina,
85013,"Egmont, Op. 84",Introduction - Overture,
85077,"Violin Sonata in G Minor, Op. 27 No. 1",III. Allegretto poco scherzoso. Amabile,
85093,3 Poèmes d'amour,,
85094,Ludions,"No. 4, Air du poète",
85096,En habit de cheval,I. Choral,
85097,3 Morceaux en forme de poire,"No. 6, En plus. Calme",
85109,"Dir, Seele des Weltalls, K. 429",,
85120,La précieuse in the Style of Couperin,,
85122,Danse espagnole (After Falla),,
85126,"6 Épigraphes antiques, L. 131","No. 5, Pour l'égyptienne",
85126,"6 Épigraphes antiques, L. 131","No. 6, Pour remercier la pluie au matin",
85126,"6 Épigraphes antiques, L. 131","No. 1, Pour invoquer Pan, dieu du vent d'été",
85168,"Geistliche Concerten, Magnificat","No. 9, Deposuit potentes - No. 10, Esurientes implevit bonis",
85308,"Violin Sonata No. 3 in E Major, BWV 1016",II. Allegro,
85308,"Violin Sonata No. 3 in E Major, BWV 1016",II. (Allegro),
85309,"Violin Sonata No. 4 in C Minor, BWV 1017",III. Adagio,
85310,"Violin Sonata No. 5 in F Minor, BWV 1018",I. Adagio,
85310,"Violin Sonata No. 5 in F Minor, BWV 1018",II. Allegro,
85310,"Violin Sonata No. 5 in F Minor, BWV 1018",III. Adagio,
85310,"Violin Sonata No. 6 in G Major, BWV 1019",II. Largo,
85359,"Czech Dances, Book 2, JB 1:114","No. 9, Sousedská",
85364,"Lélio, ou Le retour à la vie, Op. 14b, H. 55B",Le Pecheur. Ballade de Goethe. Andantino,
85431,Dandelion Wine,,
85443,"Nocturne, Op. 33 (Homage to John Field)",,
85494,Tell Me Where Is Fancy Bred,,
85495,Rilke,II. Archaischer Torso Apollos,
85568,Emanacje,,
85592,La traviata,Teneste la promessa,
85592,La traviata,"Un di, felice, eterea",
85592,La traviata,Libiamo ne' lieti calici,
85592,La traviata,E strano! - Sempre libera,
85592,La traviata,Lunge da lei - De' miei bollenti spiriti - O mio rimorso,
85592,La traviata (Highlights),Prelude,
85592,La traviata (Highlights),Di Madride noi siam mattadori,
85592,La traviata (Highlights),Lunge da lei - De' miei bollenti spiriti,
85592,La traviata Rehearsal Excerpt (5),,
86837,"Isoldes Liebestod, S. 447 (After R. Wagner)",,
86871,"Intavolatura di liuto et di chitarrone, Book 1",Toccata No. 24,
87291,"Komm, heiliger Geist, Herre Gott, BuxWV 200",,
87389,"12 Études, Op. 10","No. 7 in C Major ""Toccata""",
87389,"12 Études, Op. 10","No. 4 in C-Sharp Minor ""Torrent""",
87389,"Étude in C Major, Op. 10 No. 7 ""Toccata""",,
87389,"Étude in G-Flat Major, Op. 10 No. 5 ""Black Keys""",,
87389,"Études, Op. 10","No. 1 in C Major ""Waterfall""",
87389,"12 Études, Op. 25","No. 10 in B Minor ""Octave""",
87389,"Étude in F Major, Op. 25 No. 3 ""Horseman""",,
87389,"Étude in G-Sharp Minor, Op. 25 No. 6 ""Thirds""",,
87389,"Études, Op. 25","No. 2 in F Minor ""Bees""",
87525,"Symphony No. 9 in D Minor, Op. 125 ""Choral""",IV. Finale. Presto - Allegro assai,
87525,"Symphony No. 9 in D Minor, Op. 125 ""Choral""","I. Allegro ma non troppo, un poco maestoso",
87594,"Keyboard Concerto in F Major, Hob. XVIII:3",II. Largo,
87691,"Les nuits d'été, Op. 7","No. 1, Villanelle",
87691,"Les nuits d'été, Op. 7, H. 81","No. 1, Villanelle",
87693,La gazza ladra,Overture,
87793,"3 Sonetti di Petrarca, S. 270a (1st Version)","No. 1, Pace non trovo [Sonnet No. 104]",
87857,7 Aftensange (7 Evening Songs),"No. 1, Der star et slot i vesterled",
88064,"Organ Sonata No. 14 in C Major, Op. 165",I. Prelude,
88064,"Organ Sonata No. 15 in D Major, Op. 168",III. Introduction & Ricercare,
88274,"Piano Sonatina in G Major, Op. 20 No. 2",I. Allegro,
88281,"Organ Sonata No. 18 in A Major, Op. 188",IV. Finale,
88282,"Organ Sonata No. 19 in G Minor, Op. 193",III. Introduction & Finale,
88287,"Piano Sonatina in C Major, Op. 88 No. 1",II. Andantino,
88293,Rigoletto,La donna è mobile,
88293,Rigoletto,Gualtier Malde ... Caro nome,
88293,Rigoletto,"A il sol dell'anima, la vita a amore",
88293,"Rigoletto, Act I","Ah! veglia, o donna",
88345,"Naïs, RCT 49, Act I",Je ne suis plus ce dieu volage,
88345,"Naïs, RCT 49, Act II",Gavotte en rondeau,
88345,"Naïs, RCT 49, Act II",Quel oracle! Ô Neptune!,
88345,"Naïs, RCT 49, Act II","Aux armes, vengeons-nous!",
88345,"Naïs, RCT 49, Act II",Les ennuis de l'incertitude,
88345,"Naïs, RCT 49, Act III","Ciel! Vous craignez Neptune, et ce dieu vous adore",
88345,"Naïs, RCT 49, Prologue",Il faut qu'un pouvoir rigoureux,
88345,"Naïs, RCT 49, Prologue","Heureux vainqueur, le ciel, la terre et l'onde and entrance",
88361,"Stabat Mater, P. 77",VI. Vidit suum dulcem Natum,
88361,"Stabat Mater, P. 77",IV. Quae moerebat et dolebat,
88470,"5 Military Marches, Op. 39 ""Pomp & Circumstance""",No. 3 in C Minor,
88838,"Ruslan and Lyudmila, Op. 5",Overture,
88868,"Capriccio espagnol, Op. 34",I. Alborada,
89308,Wall Street Rag,,
89811,"L'Orfeo, SV 318","Vi ricorda, ò boschi amorosi",
89868,3 Transcriptions,"No. 1, Long Gi Yi",
89900,String Quartet No. 1,IV. Sostenuto,
89949,"Ricciardo e Zoraide, Act I",Qual sarà mai la gioia,
89949,"Ricciardo e Zoraide, Act II",Donala a questo core,
90176,"Violin Concerto in D Minor, Op. 47",III. Allegro ma non tanto,
90203,"Walzer-Gesänge nach toskanischen Volksliedern, Op. 6","No. 5, Blaues Sternlein",
90340,3 Gymnopédies,"No. 2, Lent et triste",
90340,3 Gymnopédies,"No. 1, Lent et douloureux",
90345,"Delirien, Op. 212",,
90580,"María de Buenos Aires, Pt. 1",Fuga y Misterio,
90582,15 Preludes,"No. 13, Andante cantabile",
90994,"Sextet in C Minor, Op. 40",III. Allegro vivace,
91110,"4 Romantic Pieces, Op. 75, B. 150","No. 4, Larghetto",
91328,"Keyboard Sonata in B-Flat Major, Wq. 49 No. 4 ""Wurttemberg No. 4""",I. Un poco allegro,
91437,"Centone di sonate, Op. 64, MS 112, Sonata No. 7 in F Major",I. Allegro giusto,
91518,"24 Caprices for Solo Violin, Op. 1, MS 25",No. 15 in E Minor,
91518,"24 Caprices for Solo Violin, Op. 1, MS 25",No. 9 in E Major. Allegretto,
91518,"24 Caprices for Solo Violin, Op. 1, MS 25",No. 13 in B-Flat Major. Allegro - Minore - Allegro,
91549,"Sonata concertata in A Major, Op. 61, MS 2",I. Allegro spiritoso,
91658,"2 Paganini-Etüden, Op. 3",No. 3 in C Major,
91738,"Luisa Miller, Act II","Ah! Luisa, Luisa, ove sei?",
91738,"Luisa Miller, Act III","Pallida, mesta sei!",
91837,La Grande-Duchesse de Gerolstein,Dites-lui,
91839,"String Quartet No. 1 in C Major, Op. 37",III. Vivace,
91843,Flute Concerto No. 5 in F Major,"IIc. Var. 2, Andante cantabile",
92001,"Le sacre du printemps, Pt. 2",X. Mystic Circles of the Young Girls,
92356,Flute Concerto in D Major,III. Allegro assai,
92445,Bailecito,,
92453,"Piano Sonata in F Major, K. Anh. 135",II. Rondo. Allegretto,
92573,String Quartet,VII. Allegro appassionato,
92579,"Horn Sonata in F Major, Op. 17 (Version for Cello & Piano)","II. Poco adagio, quasi andante",
92707,"3 Rondos brillants, Op. 2","No. 3, Rondo. Allegro",
92895,24 Preludes,"No. 12, Allegretto scherzando",
92903,4 Pezzi (Su una nota sola),I. —,
92922,Viola Sonata,IV. Dance,
92922,Viola Sonata,III. Second Recitative,
92946,Introduction in A Minor & Fugues,Allegro,
92947,"Esther, HWV 50 (Excerpts)",Larghetto,
92968,"Keyboard Concerto in C Major, Hob. XVIII:10",III. Allegro,
93081,"Demetrio e Polibio, Act I",Andiamo taciti (Chorus),
93081,"Demetrio e Polibio, Act I","All'alta impresa tutti (Eumene, Chorus)",
93081,"Demetrio e Polibio, Act I","Sì, mia vita, sarai sempre (Siveno, Lisinga, Polibio)",
93081,"Demetrio e Polibio, Act II","Perdon ti chiedo, o padre (Siveno)",
93081,"Demetrio e Polibio, Act II","Quai moti al cor io sento (Lisinga, Siveno, Eumene, Polibio, Chorus)",
93434,"10 Morceaux, Op. 62",Cavatine,
95272,Traveler,,
95277,Songs of Samoa,"No. 6, Moemoe Pepe",
95375,God Save the King (Arr. for Cello & Piano),,
95492,"4 Walls, Act I",Scene 3 - Dance,
95564,"24 Preludes, Op. 38","No. 11, Vivace scherzando",
95645,Saxon,,
95704,Nocturne,,
95709,Piano Blues No. 3,,
95721,Piano Sonata No. 1,,
95856,"Hommage à Mihály András ""12 Microludes for String Quartet"", Op. 13","No. 10, Molto agitato",
95856,"Hommage à Mihály András ""12 Microludes for String Quartet"", Op. 13","No. 12, Leggiero, con moto, non dolce",
95911,Quem pastores laudavere (Arr. J. Rutter),,
96046,"Ritterballet, WoO 1","No. 12, Coda",
96046,"Ritterballet, WoO 1","No. 5, Love Song ""Romance""",
96101,"Sonata in E Minor, Op. 37 No. 2",III. Allegro,
96309,Des Knaben Wunderhorn (Arr. P. West),"No. 10, Lob des hohen Verstandes",
96314,"Piano Sonata No. 4 in E-Flat Major ""4 Goodbye Concert Rags""",I. Goodbye-Variations Rag,
96314,Semi-Suite,III. Crooked Courante,
96315,Ricercare Plus,I. Prelude,
96553,"4, For Tango",,
96558,Clarinet Sonata No. 2 in G Minor,II. Adagio,
96859,"Lute Suite in E Minor, BWV 996 (Arr. for Guitar)",IV. Sarabande,
96871,"Divertimento in B-Flat Major, K. 270",III. Menuetto. Moderato,
96902,"Flute Sonata in B-Flat Major, Wq. 125",III. Vivace,
97012,"6 Sonate metodiche, No. 5 in A Minor, TWV 41:a2",I. Largo,
97182,"Piedigrotta, Op. 32",IV. Voce luntana,
97231,Der Feuerreiter,,
97341,"Piano Quartet in C Minor, Op. 13, TrV 137",I. Allegro,
97341,"Piano Quartet in C Minor, Op. 13, TrV 137",IV. Finale. Vivace,
97368,"The Wooden Prince, Op. 13, Sz. 60",The Princess Notices the Staff with the Golden Locks - Allegretto,
97368,"The Wooden Prince, Op. 13, Sz. 60","First Dance. ""Dance of the Princess in the Forest"" - Molto Moderato",
97368,"The Wooden Prince, Op. 13, Sz. 60","Great Apotheosis - Homage of the Trees, Water and Flowers - Piu sostenuto",
97575,Harpsichord Suite No. 7 in F Major,II. Courante,
97599,Bearbeitungen Ostjüdischer Volkslieder,"No. 2, Bai Main Mameß Haisele",
97599,Bearbeitungen Ostjüdischer Volkslieder,"No. 4, Ale mentschen tanzendik",
97626,"The Ecstatic Pilgrimage, Cycle 3 ""The Marigold Heart""","No. 12, I Reason, Earth Is Short",
97641,"Months, Spaceship for Zodiac",X. Libra,
97641,"Months, Spaceship for Zodiac",XIV. Aquarius,
97744,Violin Sonata No. 2,II. Adagio,
97751,"Keyboard Sonata in E Minor, Hob. XVI:34",II. Adagio,
97752,"Keyboard Sonata in D Major, Op. 30 No. 3, Hob. XVI:37",III. Finale. Presto ma non troppo,
97843,"Piano Quartet No. 1 in C Minor, Op. 23",I. Allegro con fuoco - Più mosso,
98319,"Piano Sonata No. 9, Op. 114",III. Barcarolle,
98546,"Sonata for Violin & Harp, Op. 113",I. Allegro brillante,
98769,Symphony No. 5,III. Hymne a l'Amour,
98918,"2 Légendes, S. 354","No. 1, St. François d'Assise - La prédication aux oiseaux",
98944,"Suite in E Major, Op. 63",II. Pizzicato & Adagietto. Capriccioso - Allegretto,
99110,The 7 Deadly Sins,"No. 7, Lust",
99110,The 7 Deadly Sins,"No. 6, Gluttony",
99121,Deus in adiutorium,,
99237,"The Golden Age, Op. 22",Polka (Arr. for String Quartet),
99265,Suite for Toy Piano,III. —,
99303,"String Quartet No. 2 in E-Flat Major, Op. 26",I. Allegro,
99313,Organ Symphony No. 1,II. Mater Dolorosa,
99580,Ahi,IV. Finale,
99631,"Carnival of the Animals, R. 125",XII. Le cygne (Version for Cello & Piano),
99647,"Fruhlingsglaube, Op. 20 No. 2, D. 686",,
99647,"Frühlingsglaube, Op. 20 No. 2, D. 686",,
99809,"The Wasps, Aristophanic Suite",III. March Past of the Kitchen Utensils,
100169,"Fantasia No. 2, Op. 7",Vars. 1-7,
100202,"Violin Sonata in A Minor ""F-A-E""","III. Scherzo in C Minor, WoO 2",
100225,String Quartet No. 6 in E-Flat Major,I. Sehr ruhig und ausdrucksvoll,
100311,Atlas Eclipticalis,,
100442,Ghaetta,,
100592,"Sinfonia in B Minor, RV 169 ""Al santo sepolcro""",II. Allegro ma poco,
100673,7 Haiku,"No. 2, —",
100673,7 Haiku,"No. 4, —",
100766,The Music Teacher,My Rose Wears Violet,
100766,"The Music Teacher, Act I","My Dear, Some Wonderful News!",
100766,"The Music Teacher, Act I","How Do You Like Youe Toast, Alcimedes?",
100766,"The Music Teacher, Act II",Interlude B,
100766,"The Music Teacher, Act II",I Called Room Service and Ordered a Coffee,
100900,Singin' Sepia,"No. 5, Then Came Flowers",
100903,Arenas d'un tiempo,,
101130,"Keyboard Sonata in E Minor, Wq. 61 No. 5",III. Allegretto,
101245,Piano Sonata No. 1,IIa. Allegro moderato,
101368,The Old Lime Tree,,
101822,"Suite de danzas criollas, Op. 15",IV. Calmo e poetico,
101859,Quays (Performed on Alto Flute),,
102034,Grantchester,,
102160,Amahl and the Night Visitors,"Come in, Come In!",
102168,"Symphony No. 4, Op. 34 ""Requiem""",IV. Lux aeterna. Largo pastorale,
102223,Wordsworth Miniatures,"No. 4, The Cataracts Blow Their Trumpets",
102225,Romance No. 1 (Version for Clarinet & Piano),,
102273,"Ariettes oubliées, L. 60","No. 5, Aquarelles I ""Green""",
102273,"Ariettes oubliées, L. 60","No. 6, Aquarelles II ""Spleen""",
102273,"Ariettes oubliées, L. 60","No. 4, Paysages belges. Chevaux de bois",
102435,I'm Goin' to Tell God All My Troubles (Arr. R. N. Dett),,
102665,"21 Neue Lieder-Melodien nebst einer Cantate, Wq. 200","No. 12, Die Zufriedenheit, H. 740",
102764,"Suite Española No. 1, Op. 47","No. 1, Granada",
102799,Angel Eyes,,
102853,Variations on a Theme by Edvard Grieg,Theme. Poco andante e sostenuto,
102925,"Blomstervignetter (Flower Vignettes), BVN 56","No. 1, Rodtjorn (Hawthorn)",
102926,"Albumsblad, BVN 54",,
102928,"Smaa Sommerminder, BVN 254","No. 3, —",
102992,"Gurre-Lieder, Pt. 1",Nun dampft die Dämmrung jeden Ton,
102995,Sérénade,,
103012,"Maskarade, Act I",Herre! I staar saa stum,
103012,"Maskarade, Act II",Prelude,
103012,"Maskarade, FS 39, Act II",Hov Vægter! Klokken er slagen ni!,
103012,"Maskarade, FS 39, Act II",Hov Vægter! Klokken er slagen otte!,
103013,"Saul og David, FS 25, Act II",Do ikke fra mig,
103013,"Saul og David, FS 25, Act II","Frydesang, Paukeslag!",
103013,"Saul og David, FS 25, Act II","Herre, blott du ar i evighet Gud! (Mikal, Jonathan, Chorus)",
103013,"Saul og David, FS 25, Act IV",Abner! Svar er det dig?,
103160,Suite valenciana,II. Canconeta,
103248,Organisazione populare,"No. 2, Op. 350",
103249,Concert Studies,"No. 8, Au vol in G Major",
103249,Concert Studies,"No. 12, L'Eteuf in D-Flat Major",
103249,Concert Studies,"No. 13, La chasse in B-Flat Minor",
103249,Concert Studies,"No. 26, Preghiera in B-Flat Major",
103249,Concert Studies,"No. 18, Volubilite in G-Flat Major",
103249,Concert Studies,"No. 5, Près du ruisseau in F Major",
103271,Le luth in E-Flat Minor,,
103279,"Traesnit (Woodcut), Op. 65","VII. Flessibile, secco",
103288,"Variations on a Theme by Rode, Op. 33 ""La ricordanza""",,
103310,"Lady, Be Good!",Fascinating rhythm (Arr. F. Meinders),
103310,Girl Crazy,Embraceable you (Arr. F. Meinders),
103326,Piano Sonata No. 1,II. Molto vivace,
103332,3 Songs,"No. 3, Hostfuglen",
103348,Cantus firmus V,I. Allegretto,
103370,An Arabesque,,
103415,"Violin Concerto in C Major, Op. 69",III. Allegro giocoso,
103418,"Clarinet Concerto, Op. 35",III. Allegretto tranquillo,
103424,"Variations & Fugue, Op. 3",Var. 8,
103426,"Suite for Piano, Op. 21","II. Andante, ma non troppo",
103428,"15 Miniatures, Op. 97","No. 12, Molto vivace e flessibile",
103435,"Cello Sonata, Op. 62",III. Allegro con brio,
103436,"Suite for Solo Cello, Op. 86",I. Preludium. Adagio,
103436,"Suite for Solo Cello, Op. 86",V. Adagio - Allegro energico,
103437,I skovens dybe stille ro,,
103438,"5 Biblical Songs, Op. 46",Intonation,
103438,"5 Biblical Songs, Op. 46","No. 5, Hymne",
103438,Maple Leaf Rag,,
103452,Psalmodies Suite,I. Entrance for One,
103476,7 Balkan Dances,"No. 4, Sostenuto e cantabile",
103485,Day of Happiness,"No. 4, Sovn",
103485,Day of Happiness,"No. 9, Fest",
103488,"Melodiske profiler, Op. 38",Kalkunsk Hane (The Turkey Cock),
103489,4 Andelige sange,"No. 3, Tiden skrider, dagen rinder",
103497,Sonata No. 1 in G Minor,V. Allegro,
103499,"Yellowed Leaves, Op. 31","No. 3, Andante cantabile e narrante",
103502,"Treklover, Op. 72","No. 3, Erteblomst",
103507,"Troisième recueil de chants, Op. 65","No. 6, Barcarolle in G Minor",
103517,Finnish Seasons,"No. 3, Winter",
103522,3 Folk Tune Preludes,"No. 3, Det hendte sig Jephta (from Aseral)",
103525,"Antikrist (Sung in German), Act II","Konigin ich, Leid will ich nicht sehn (The Great Whore, The Scarlet Beast, Mankind)",
103529,Prelude & Fugue in D Minor,,
103532,Symphony No. 1 in D Major,IV. Allegro con brio,
103533,"Piano Sonata No. 3, BVN268 ""Memories of Harvest-time""",I. Fra Kullen!,
103534,Overture in D Minor,,
103543,5 Folkliga Koraler (5 Traditional Chorales) (Version for mezzo-soprano & Accordion),"No. 4, Aftonbon (Evening Prayer)",
103545,10 Tankevaekkende Udsagn (10 Suggestive Utterances),"No. 3, Tungsind (Sadness)",
103545,10 Tankevaekkende Udsagn (10 Suggestive Utterances),"No. 9, Det ukendte (The unknown)",
103566,Gak hen i Gethsemane,,
103567,O! verden kom at skue,,
103575,"5 Songs, Op. 4, FS 12","No. 4, Irmelin Rose",
103582,"Symphony No. 2 in D Major, Op. 20 ""Sommerklange fra Sydrusland""",I. Andante - Presto - Allegro moderato,
103584,"Symphony No. 4 in D Minor, Op. 30",II. Intermezzo. Molto moderato,
103588,Missa Sanctae Caecilia,Agnus Dei,
103615,I fjerne Kirketaarne hist,,
103619,En Skaal for den Mo (Here's to the maiden),,
103620,"Organ Concerto in D Minor, Op. 15",I. Allegro moderato,
103641,"Klaverstykker, Op. 66","No. 3, Écossaise",
103651,Landsbymusikanter,,
103657,Allegro from Pro Piano II,,
103665,2 Schade Songs,"No. 2, Pa Himmelbjerget",
103744,"Strauss - Valse Caprice No. 3, Op. 250 ""Wahlstimmen""",,
103748,"Danmark, nu blunder den lyse nat",,
103762,Mod efterar (Towards autumn),,
103867,Orfeo,In un fiorito prato (Arr. B. Lorentzen),
103869,3 Magdalene Songs,"No. 1, Kaldedromme",
104336,4 Poèmes hindous,"No. 1, Madras",
104451,12 Canciones Populares,"No. 6, Pampamapa",
104453,Milonga de 2 Hermanos,,
104544,"Piano Trio No. 2 in D Major, TrV 71",III. Scherzo. Allegro assai,
104641,Gedichte von Eduard Mörike,"No. 18, Zitronenfalter im April",
104642,Les guitares bien tempérées,Prelude No. 5 in B Minor,
104995,"2 Pierrot Pieces, Op. 35","No. 1, Pierrot triste",
105009,A Sound Came from Heaven,,
105073,Cello Sonata No. 4 in D Minor,III. Vivace amoroso,
105102,"Piano Sonata No. 1, Op. 12",Ic. Allegro,
105277,Vocalisa pax,,
105724,"10 Danske smasange, FS 114","No. 1, Jeg ved en laerkerede",
105731,Altid freidig naar du gaar (Ever confident as you walk),,
105753,"10 Danske smasange, FS 114","No. 10, Den danske sang",
105878,Trepak,,
105881,"Hymns and Sacred Songs, FS 83","No. 3, Guds engle i flok (God's angels in flock)",
105894,"Sangbogen Danmark, FS 111","No. 22, Jeg laegger mig så trygt til ro",
105898,"Strophic Songs, Op. 21, FS 42, Vol. 1","No. 3, Jens Vejmand (Jens the Roadmender) (Arr. for Orchestra)",
105936,Piano Concerto No. 2 in E-Flat Major (Completed by S. Lyapunov),II. Adagio - III. Allegro risoluto,
105956,Danmarks Frihedssang (Denmark's Freedom Song),,
106281,Volta,,
106283,Aria (Arr. for Chamber Ensemble),,
106292,Canzon (Arr. for Chamber Ensemble),,
106296,"Branle de l'Official (Arr. M.Franck, M. Johansen, K. Buhl-Mortensen, J. Egeberg)",,
106320,Det var en Sommermorgen,Det var paa Isted-Hede (It was on Isted Heath),
106328,"Min Skat. Hun er sod, hun er blod (My Sweetheart. She Is neat, she Is sweet)",,
106543,La Suavecita,,
106605,Violen,,
106618,Snedronningen,,
106643,Det var ikke en nat som de andre,,
106644,Nu er livet gemt hos Gud,,
106645,"Vil natten nu vige, vil dagen nu gry",,
106974,"4 Lieder, Op. 82, B. 157","No. 4, Am Bache",
107030,I de lyse naetter (Arr. O. Esbensen),,
107120,"Op, op, min (After J.H. Fibiger)",,
107124,Guitar Sonata in D Minor,I. Adagio,
107346,"Herz und Mund und Tat und Leben, BWV 147",Jesus bleibet meine Freude (Arr. M. Hess for Piano),
107349,Vestiva i colli,,
107532,"Goyescas, Op. 11, Book 1",Intermezzo (Arr. E. Pujol for 2 Guitars),
107552,"3 Duets, WoO 27",No. 3 in B-Flat Major. I. Allegro sostenuto,
107697,"Recorder Sonata in A Minor, Wq. 132 H. 562",I. Poco adagio,
107825,"Kermesse in Bruges ""Three Gifts"", Act II",Meno,
107833,Flower Festival in Genzano,First Lady's Solo,
107837,The King's Volunteers on Amager,Pas de trois,
107837,The King's Volunteers on Amager,Finale Carousel,
107837,The King's Volunteers on Amager,A cannon shot in the distance suggests danger,
107887,Sang til Thorvaldsens fodselsdag,,
108077,Acuerdos por Diferencia,,
108265,3 Mélodies,"No. 1, Pourquoi?",
108265,3 Mélodies,"No. 3, La fiancée perdue",
108873,"Notte, P. 55a",,
108976,Waltzes,"No. 4, —",
109383,"Lieder und Gesänge aus der Jugendzeit, Book 3","No. 1, Zu Strassburg auf der Schanz",
109404,Sonatine,II. Allegretto,
109793,"Liederkreis, Op. 39","No. 6, Schöne Fremde",
109915,"Schwanengesang, D. 957","No. 14, Die Taubenpost",
110303,"Fantasia in D Minor, Wq. 113 No. 3, H. 195",,
110303,"Minuet in F Major, Wq. 113 No. 4, H. 196",,
110311,"Alla polacca in E-Flat Major, Wq. 114 No. 6, H. 233",,
110337,"Double Concerto for 2 Flutes & Lute in E Minor, TWV 52:e2. I. Largo",,
110337,"Double Concerto for 2 Flutes & Lute in E Minor, TWV 52:e2. II. Presto",,
110445,"Duo for 2 Violins in D Major, Op. 67 No. 2",I. Allegro,
110936,"Symphony No. 16, BVN 417 ""Syndflod af Sol""",II. Scherzo,
111619,Speed,,
111622,Platch,II. —,
111629,"Cancoes de Amor, Series 1","No. 3, Bem pior que a morte",
111633,"Preludes, Book 1","No. 11, Andante",
111639,Creole Jazz (Arr. C. Skinner),,
111640,Merry Blacksmith - Sleepy maggie (Arr. A. Findon),,
111681,Moroccan Fantasy,II. The Casbar,
111696,"Peter Pan, Act I","No. 8, Learning to Fly",
111697,"Goldberg Variations, BWV 988 (Arr. A. Eshpai for Woodwind Ensemble)",Var. 17,
111708,Adagio in G Minor (Attrib. to T. Albinoni),,
111731,It'll Come,,
111941,English Horn Sonata,IV. Scherzo. Schnell,
112012,"Duo Sonata in G Minor, Op. 2 No. 2",II. Courante,
112099,"Hamlet, Op. 32a",XIII. The March of Fortinbras,
112128,"Some Other Time (From ""On the Town"")",,
112696,Partita-variations,VII. Tema. Ballade,
113043,5 Anakreon Fragments,"No. 5, In der Frühe",
113389,"Tito Vespasiano ""La clemenza di Tito""",Deh se piacer mi vuoi,
113821,"Piano Sonata in C Major, Op. 118 No. 3",I. Im Marschtempo,
114095,"Requiem, Op. 78",Matthaus - Jesaja - David,
114783,"Weihnachtshistorie, SWV 435","No. 13, Ziehet hin",
114783,"Weihnachtshistorie, SWV 435","No. 18, Und er stund auf",
114783,"Weihnachtshistorie, SWV 435","No. 12, Da berief Herodes die Weisen heimlich",
114783,"Weihnachtshistorie, SWV 435","No. 2, Es begab sich aber zu derselbigen Zeit",
114783,"Weihnachtshistorie, SWV 435","No. 16, Und er stund auf und nahm das Kindlein",
115275,"Symphony No. 43 in F Major, K. 76",I. Allegro maestoso,
115776,"Blue Mountain, Scene 1","Silence, O Silence",
116108,"3 Gedichte, Op. 30","No. 1, Der Knabe mit dem Wunderhorn",
116438,Rapsodie norvégienne,,
116576,"Petits cours de morale, H. 148","No. 2, Adèle",
116578,Apuntes para Piano,"No. 1, Perpetuum Mobile",
116626,"11 Bagatelas, Op. 19","No. 2, —",
117145,"Clarinet Quartet in A Major, Op. 14 No. 6",III. Allegro,
117813,Violin Sonata,III. Allegro ma non troppo,
117828,Violin Sonata,II. Despacio y Muy Cantado,
117946,"Der Mensch und sein Tag, Op. 47","No. 3, Heimat",
117946,"Der Mensch und sein Tag, Op. 47","No. 8, Gebete",
118719,Djierangkay (Yakutia),,
118808,Planting Song,,
119851,"Alte Weisen, Op. 33","No. 4, Wandel ich in dem Morgentau",
121429,Die Gänseleber im Hause Duschnitz,,
122239,Dérive I,,
122332,La grande-duchesse de Gérolstein,Overture,
122355,"Keyboard Sonata in G Major, Kk. 55",,
122704,Selva morale e spirituale,"O ciechi, il tanto affaticar che giova? (L'umiltà)",
123468,The Blue Bird,,
123768,"The Moreen ""Minstrel Boy""",,
124205,Chamber Symphony No. 1,II. Allegro,
124296,What Shall We Sing at Christmas?,,
124504,"3 Sonatas, Op. 8",III. Rondo,
124909,Jenny's Wedding / The High Road to Galway,,
125482,Evryali,,
125572,Suite in C Minor,I. Prelude,
125759,"Concerto grosso in D Major, RV 562 ""Per la solennita di S Lorenzo""",II. Grave,
125906,"Sextet in B-Flat Major, Op. 92",I. Entrée en sonate,
125909,Pour bercer un convalescent,II. Andantino non lento,
125909,Pour bercer un convalescent,I. Andantino sans lenteur,
125910,Le ruban dénoué,"No. 3, Souvenir... Avenir...",
125910,Le ruban dénoué,"No. 7, Danse du doute et de l'espérance",
126000,"Messe pour le Port Royal, H. 5",XI. Sanctus,
126000,"Messe pour le Port Royal, H. 5",IX. Credo. Patrem omnipotentem,
126000,"Messe pour le Port Royal, H. 5",VIII. Credo. Le celebrant entone,
126000,"Messe pour le Port Royal, H. 5",XIV. Communion pour Sainte-Marguerite,
126075,"Chaconne in E Minor, BuxWV 160 (Arr. C. Chavez for Orchestra)",,
126097,Boo Woo,,
126150,"Viola Concerto in C Minor, Op. 25",III. Allegro scherzando,
126154,Rhapsodie,,
126437,Terpsichore,"No. 1, Ballet (Arr. for 2 Guitars)",
126448,"Freeman Études, Books 3 & 4","No. 27, —",
126516,"Don Giovanni Tenorio, o sia Il convitato di pietra, Act II",Signor Commendatore,
126538,4 Combinations,I. Allegretto,
126604,"Stabat Mater, Hob. XXbis","No. 5, Vidit suum dulcem natum",
126621,"La Borchward, Wq. 117 No. 17, H. 79",,
126992,"Clarinet Sonatina, Op. 100",I. Très rude,
